"TIPO_DATO34","Tipo dato","T_BIS","Periodo temporale","SEXISTAT1","Sesso","COMPAGNIA","Persone presenti","TITOLO_STUDIO","Titolo di studio","NUMEROSITA","Ampiezza della famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",5.55,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",3.25,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",2.51,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",2.35,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",3.07,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",1.25,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",18.86,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",16.08,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",13.56,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",13.78,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.04,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",0.35,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",0.29,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",0.24,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",0.25,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.31,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",3.14,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",2.52,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",2.5,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",3.03,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",1.36,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",17.84,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",16.95,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",14.26,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",13.91,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.03,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",0.31,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",0.28,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",0.25,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",0.24,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.27,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",2.57,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",2.42,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",2.52,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",2.51,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",1.22,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","4","licenza di scuola media","TOT","totale","2013","2013",17.58,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","7","diploma","TOT","totale","2013","2013",17.19,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","11","laurea e post-laurea","TOT","totale","2013","2013",14.76,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","FACOH","con padre convivente","99","totale","TOT","totale","2013","2013",13.95,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","PACOH","con coniuge/partner convivente","99","totale","N1","1","2013","2013",,"0","il dato non raggiunge la metà della cifra minima considerata"
